Geneid	0_R1	0_R2	2.5_R1	2.5_R2	5_R1	5_R2	10_R1	10_R2	20_R1	20_R2	30_R1	30_R2	Entity	Symbol	relative changes	negligible changes	Expression of 0	Rows with missing values	Outlier
gene-b2377	49	56	36	97	13	112	7	92	3	64	4	46	host	yfdY	0.7512834255502686	0	0	0	1
gene-b2787	39	137	45	304	28	325	10	233	2	160	2	45	host	gudD	1.027917173092255	0	0	0	1
gene-b1435	234	2260	314	1814	125	332	67	182	51	159	30	35	host	rlhA	1.5305963135426655	0	0	0	1
gene-b4024	456	976	491	1291	124	362	48	253	29	175	13	54	host	lysC	1.086321703190577	0	0	0	1
gene-b1125	269	1068	694	1364	255	272	132	113	83	76	44	22	host	potB	1.151635292890345	0	0	0	1
gene-b3370	9	95	5	192	2	346	1	227	0	133	0	57	host	frlA	1.2290309230553078	0	1	0	1
gene-b2582	2626	1174	78	613	40	242	25	144	23	95	12	36	host	trxC	1.7388487481307517	0	0	0	1
gene-b1959	43	186	116	296	35	213	12	174	9	86	5	39	host	yedA	0.9056656161361903	0	0	0	1
gene-b1751	4	51	8	107	2	106	0	93	1	51	2	19	host	ydjY	1.1186599343398986	0	1	0	1
gene-b2622	175	820	163	776	71	284	58	172	52	130	25	59	host	intA	1.1316731969109664	0	0	0	1
gene-b1343	218	1272	382	1299	140	325	66	151	46	82	36	40	host	dbpA	1.2925014504542975	0	0	0	1
gene-b3297	17501	92972	31657	137630	19090	8269	6653	1714	4353	1485	3056	491	host	rpsK	1.5307971300811103	0	0	0	1
gene-b2686	286	1402	515	2158	224	592	108	311	41	251	43	87	host	emrB	1.2257787764835821	0	0	0	1
gene-b2614	1014	3293	1140	4519	638	1032	225	244	125	172	136	142	host	grpE	1.277327072382121	0	0	0	1
gene-b2860	45	302	55	435	22	236	17	156	8	100	5	45	host	insD4	1.1104106662371853	0	0	0	1
gene-b3988	16173	105774	28574	150747	23559	21911	9119	4783	6269	4119	3877	1563	host	rpoC	1.437187413658167	0	0	0	1
gene-b0261	77	330	68	441	46	254	21	179	18	130	17	47	host	mmuM	0.9795046070101411	0	0	0	1
gene-b3449	163	651	163	832	115	302	33	154	17	113	9	52	host	ugpQ	1.1514376124007415	0	0	0	1
gene-b3628	280	704	147	1040	54	327	10	232	27	140	6	98	host	waaB	1.1789536406298438	0	0	0	1
gene-b0097	390	2837	872	3366	338	1019	115	468	65	325	52	171	host	secM	1.2683529157619875	0	0	0	1
gene-b1289	24	123	40	177	13	79	4	61	1	58	2	25	host	ycjD	1.0220158205250778	0	0	0	1
gene-b1314	11	43	10	116	5	115	1	80	0	50	3	22	host	ycjR	1.096719274531248	0	1	0	1
gene-b4215	11	49	3	130	4	160	0	87	4	69	0	39	host	ytfI	1.134423109385612	0	1	0	1
gene-b2016	477	2377	534	1799	144	348	94	156	61	123	36	88	host	yeeZ	1.4007425813257992	0	0	0	1
gene-T4p159	0	0	10	4902	7	8902	17	9229	3621	98572	4364	114141	phage	13	1.907293400786475	0	1	0	1
gene-b3772	744	629	846	37409	621	673	289	3241	132	880	118	84	host	ilvA	2.670733685981751	0	0	0	1
gene-b3740	165	1124	261	1040	116	352	59	163	37	138	10	80	host	rsmG	1.2311659689795296	0	0	0	1
gene-T4p161	1	1	7	3690	14	7833	18	15218	3872	132096	1856	106483	phage	15	1.9374816378368354	0	0	0	0
gene-b1444	70	156	94	293	58	211	16	158	6	85	6	50	host	patD	0.8455410006079283	0	0	0	1
gene-b2134	237	1570	269	1350	152	539	52	263	29	159	27	91	host	pbpG	1.2591266072215317	0	0	0	1
gene-b2555	15094	770	188	23340	64	193	58	24622	38	116	27	37	host	qseG	1.7243389723270368	0	0	0	1
gene-b4817	105	837	115	627	34	147	7	41	8	45	1	20	host	ynhH	1.5747668245799298	0	0	0	1
gene-b0251	21	93	36	150	11	138	16	87	3	62	8	23	host	yafY	0.915528037062971	0	0	0	1
gene-b1178	23	118	32	140	15	88	0	52	6	38	0	18	host	pliG	1.0156272711999141	0	1	0	1
gene-b2005	4	53	14	96	3	68	4	58	1	37	0	22	host	cbtA	1.023067283548187	0	1	0	1
gene-b0080	400	2324	692	2547	258	528	85	226	65	147	30	52	host	cra	1.3695619169231938	0	0	0	1
gene-b3550	98	401	139	720	51	332	18	173	13	123	8	50	host	yiaC	1.1433801491042246	0	0	0	1
gene-b0829	899	3441	984	4114	226	582	89	303	32	167	74	49	host	gsiA	1.4504069557397483	0	0	0	1
gene-T4p213	17	1	83	15286	5956	85442	11770	135357	93877	368798	7839	150160	phage	rIII	1.42657677712869	0	0	0	0
gene-b1749	524	2177	383	1588	164	253	64	101	43	109	30	30	host	xthA	1.4608426864088198	0	0	0	1
gene-b0209	737	993	720	697	538	276	601	265	512	133	299	52	host	yafD	0.5570499831132992	0	0	0	1
gene-b0917	196	547	290	336	128	78	54	38	21	33	21	8	host	ycaR	1.0990620119549437	0	0	0	1
gene-b0749	477	4334	804	5380	389	427	93	165	92	134	40	60	host	lysQ	1.6815068258879078	0	0	0	1
gene-b2563	184	877	170	957	79	180	29	70	18	59	21	25	host	acpS	1.4237681666015969	0	0	0	1
gene-b3305	16138	108562	31257	157902	26170	16687	8167	2507	4803	1907	3190	539	host	rplF	1.5102461554257558	0	0	0	1
gene-b0238	1366	5659	325	3382	169	468	79	10180	55	156	29	62	host	gpt	1.651248230189687	0	0	0	1
gene-b4186	9	141	11	290	8	294	13	183	8	124	7	43	host	yjfC	1.125711651030118	0	0	0	1
gene-b1533	147	253	215	354	72	166	32	126	18	89	11	75	host	eamA	0.7654204442540132	0	0	0	1
gene-b4567	76	346	73	299	40	171	13	99	10	45	2	52	host	yjjZ	1.0595165433221752	0	0	0	1
gene-b3548	147	425	72	434	24	343	6	174	4	150	4	58	host	yhjY	1.0093859753870018	0	0	0	1
gene-b3642	44	688	52	572	36	242	13	169	8	107	5	47	host	pyrE	1.3301859342869682	0	0	0	1
gene-b4194	4	37	6	75	3	96	4	55	0	38	2	13	host	ulaB	1.1246597058882493	0	1	0	1
gene-b1483	140	551	258	1328	106	283	39	147	11	103	10	64	host	ddpF	1.4014532302255736	0	0	0	1
gene-b4367	373	5802	666	3133	162	465	58	197	20	123	17	58	host	fhuF	1.8279136514908927	0	0	0	1
gene-b1679	18	106	85	232	41	90	7	44	5	29	1	6	host	sufE	1.1493638069344958	0	0	0	1
gene-b0537	223	854	171	893	116	582	41	207	16	86	16	46	host	intD	1.1335558984174021	0	0	0	1
gene-b0613	7	66	8	117	0	150	1	109	1	60	0	19	host	citG	1.1586651546096594	0	1	0	1
gene-b2901	709	1693	812	1991	338	531	136	292	91	240	58	73	host	bglA	1.0581881016561867	0	0	0	1
gene-b3596	1	23	5	68	1	88	3	54	4	33	1	35	host	yibG	1.0884603962888943	0	0	0	1
gene-b1187	309	2108	433	2293	194	453	89	172	47	110	35	51	host	fadR	1.45427486427	0	0	0	1
gene-b1015	728	1103	1182	1789	696	680	233	287	134	214	86	99	host	putP	0.8504381065672126	0	0	0	1
gene-b3824	65	413	92	389	37	2816	37	247	22	148	17	42	host	rhtB	2.0876685973611884	0	0	0	1
gene-b3355	179	1034	239	1232	91	548	32	343	15	225	24	93	host	prkB	1.1439759772338383	0	0	0	1
gene-b4533	1	21	0	33	0	48	0	47	0	29	0	13	host	ynfO	1.1385183170829238	0	1	0	1
gene-T4p258	1	0	100	11788	4324	94128	517	20450	952	20637	150	11186	phage	arn.1	1.8557234952266357	0	1	0	1
gene-b1219	193	960	198	1156	120	301	36	94	23	51	16	19	host	ychN	1.3910966646402068	0	0	0	1
gene-b1538	625	1232	587	1432	245	429	65	239	48	181	36	84	host	dcp	1.0306918899475999	0	0	0	1
gene-b1978	143	833	165	1138	65	905	27	649	25	465	13	213	host	yeeJ	0.9872048069669568	0	0	0	1
gene-b1430	121	906	134	1206	64	255	15	104	14	77	13	30	host	tehB	1.525640558882642	0	0	0	1
gene-b4143	3636	13642	4481	20664	2503	2570	830	691	436	747	420	420	host	groL	1.430844305072855	0	0	0	1
gene-b3057	220	841	306	1050	133	290	65	171	42	89	30	47	host	bacA	1.1560726667833692	0	0	0	1
gene-b4415	2	15	4	36	1	38	2	37	3	24	0	13	host	hokE	1.0017291173215421	0	1	0	1
gene-b0412	10	132	10	154	4	134	2	70	3	61	0	18	host	yajI	1.1361839516026921	0	1	0	1
gene-b2667	17	126	22	570	11	85	3	48	3	36	1	17	host	ygaV	1.9497588766410825	0	0	0	1
gene-b4536	63	389	65	299	13	88	1	25	7	31	0	10	host	yobH	1.469487382097627	0	1	0	1
gene-b1791	18	160	25	246	13	185	9	134	6	103	2	41	host	nimT	1.026242280680642	0	0	0	1
gene-b0226	119	715	107	488	34	171	7	74	9	41	4	28	host	dinJ	1.422284725997085	0	0	0	1
gene-b3205	366	2750	772	2491	223	265	82	137	35	110	47	53	host	rapZ	1.507851148088323	0	0	0	1
gene-b3885	249	425	271	597	106	467	37	211	17	167	24	81	host	yihX	0.8229345803979333	0	0	0	1
gene-b2004	4	36	7	89	3	73	1	57	2	53	1	22	host	cbeA	1.0476177607560906	0	0	0	1
gene-b0441	2519	9011	2986	12209	931	1417	415	921	342	454	345	204	host	ppiD	1.405006997129871	0	0	0	1
gene-b3005	635	3941	1192	5135	255	356	102	132	52	104	36	49	host	exbD	1.6340467758531734	0	0	0	1
gene-b2193	91	345	137	270	75	136	38	80	34	35	21	19	host	narP	0.9264705278501666	0	0	0	1
gene-b0474	3827	19318	3117	18901	1179	2741	500	676	287	515	239	198	host	adk	1.5686923817355425	0	0	0	1
gene-b1957	101	21	157	54	104	66	30	58	12	57	11	31	host	yodC	0.7159618416893493	0	0	0	1
gene-b2579	86	984	87	3123	487	5022	1753	7149	1839	7811	1458	3823	host	grcA	0.9058904226405201	0	0	0	1
gene-b2500	1456	14832	1275	8954	314	1096	150	370	65	280	52	130	host	purN	1.8347983302284996	0	0	0	1
gene-b0636	277	4122	696	3438	373	697	146	292	68	204	62	81	host	rlmH	1.520003708856358	0	0	0	1
gene-b3485	69	291	85	644	27	357	18	221	25	172	12	122	host	yhhJ	1.0536761855026076	0	0	0	1
gene-b3947	50	191	26	540	17	15251	24	12856	16	377	9	150	host	ptsA	2.1190871514784937	0	0	0	1
gene-b0307	56	180	49	324	17	337	9	263	7	135	3	99	host	ykgF	0.9708610874191014	0	0	0	1
gene-b1803	7	104	11	164	7	137	3	113	0	68	1	29	host	yeaX	1.0809416541914798	0	1	0	1
gene-b1952	120	256	78	194	28	83	10	37	15	28	11	31	host	dsrB	1.0192792884614583	0	0	0	1
gene-b1997	45	178	41	237	15	106	12	104	6	60	1	32	host	insC3	1.0159694045661534	0	0	0	1
gene-b2489	15	108	18	183	7	242	3	146	2	115	2	42	host	hyfI	1.0791242664806424	0	0	0	1
gene-b2270	33	141	31	311	25	453	8	260	13	154	4	91	host	yfbK	1.0919644613139978	0	0	0	1
gene-b2332	114	706	121	749	58	301	22	5234	17	108	6	34	host	yfcO	2.2689566020243688	0	0	0	1
gene-b1025	31	141	76	342	30	337	6	209	17	111	4	92	host	dgcT	0.9939947433826465	0	0	0	1
gene-b2547	18	125	16	287	6	355	8	204	1	147	3	38	host	yphE	1.1745845729052742	0	0	0	1
gene-b2661	791	844	1268	2190	853	576	274	229	112	153	73	65	host	gabD	0.9756142290685115	0	0	0	1
gene-b1237	1928	32912	1268	53721	926	19393	343	2565	261	1621	155	539	host	hns	1.7070515022647026	0	0	0	1
gene-b0955	482	4174	973	5226	520	708	177	297	108	206	68	100	host	ycbZ	1.519319939512968	0	0	0	1
gene-b0016	117	745	339	1086	182	432	41	211	27	164	21	59	host	insL1	1.100650817087184	0	0	0	1
gene-b0593	273	1962	598	2814	215	508	63	212	16	194	10	85	host	entC	1.4594255598179247	0	0	0	1
gene-T4p094	1	1	5828	302884	10851	65689	474	15098	2338	15966	522	18236	phage	nrdC.10	2.2521576971647987	0	0	0	0
gene-b1963	50	270	64	241	23	107	6	58	3	30	2	20	host	drpB	1.1930846267512543	0	0	0	1
gene-b3951	44	230	36	563	19	577	8	377	11	282	10	112	host	pflD	1.0922560926377038	0	0	0	1
gene-b0107	20	194	50	358	14	336	11	188	3	157	2	49	host	hofB	1.0785884742442027	0	0	0	1
gene-b2370	245	4012	249	3782	39	548	7	372	33	213	5	142	host	evgS	1.7323136780504098	0	0	0	1
gene-b3158	19	97	31	170	9	183	2	143	2	116	1	56	host	ubiU	0.961824480332491	0	0	0	1
gene-b0880	214	643	163	673	82	366	30	99	20	74	17	44	host	cspD	1.1140185387632728	0	0	0	1
gene-b2873	9	102	10	2767	6	256	3	208	3	125	1	41	host	hyuA	2.549615339601716	0	0	0	1
gene-b1636	511	1447	582	1463	259	294	87	87	47	108	44	38	host	pdxY	1.2007043095709053	0	0	0	1
gene-b2257	17	134	46	310	12	334	7	213	6	186	6	80	host	arnT	1.0337717070063939	0	0	0	1
gene-b0036	11	71	18	167	6	198	5	112	3	82	1	23	host	caiD	1.1329339855862264	0	0	0	1
gene-b3469	247	1971	360	2585	165	783	82	479	44	394	40	153	host	zntA	1.2878865101981924	0	0	0	1
gene-b0225	85	445	92	308	26	126	9	54	10	23	3	17	host	yafQ	1.3233593455345831	0	0	0	1
gene-b0770	10	72	8	255	19	416	13	221	14	194	6	60	host	ybhI	1.190770060047384	0	0	0	1
gene-b1069	215	1158	309	1467	119	420	57	212	26	159	29	50	host	murJ	1.2761745720960933	0	0	0	1
gene-b0992	10	104	24	168	7	187	1	142	3	110	1	46	host	yccM	1.0152999245893934	0	0	0	1
gene-b1277	234	2361	318	2410	154	328	47	92	34	78	15	35	host	ribA	1.6619914229902597	0	0	0	1
gene-b0464	111	731	226	602	73	174	9	75	19	57	7	22	host	acrR	1.3117928290715213	0	0	0	1
gene-b2258	27	126	47	151	15	139	6	77	6	61	2	40	host	arnF	0.8891041251840472	0	0	0	1
gene-T4p179	0	0	4	976	837	32568	824	23787	464	5305	88	8364	phage	24.2	1.692994204985241	0	1	0	1
gene-b2364	9	139	15	164	2	161	0	101	2	61	1	28	host	dsdC	1.114488682028324	0	1	0	1
gene-b2936	269	1247	283	1398	155	472	56	157	35	120	36	51	host	loiP	1.2620183620442347	0	0	0	1
gene-b1120	387	1785	604	2060	183	283	78	141	50	114	34	57	host	cobB	1.383786567857619	0	0	0	1
gene-b2689	230	1571	310	1807	130	213	56	99	23	59	14	22	host	yqaA	1.5749147672255208	0	0	0	1
gene-b2283	4596	19271	6719	27105	3549	3402	1129	907	692	788	689	302	host	nuoG	1.4185162367284105	0	0	0	1
gene-b2969	38	797	161	1278	111	542	51	223	14	157	12	75	host	yghE	1.301081327491103	0	0	0	1
gene-b4843	242	949	338	868	109	156	45	70	31	49	22	28	host	asphoP	1.2891689167388813	0	0	0	1
gene-b2706	8	55	3	72	3	75	4	47	0	38	1	10	host	gutM	1.0608395486543214	0	1	0	1
gene-b4797	15	133	27	109	7	83	1	53	1	37	3	13	host	yicU	1.077073245125622	0	0	0	1
gene-b3147	754	4299	908	4941	303	761	139	455	101	301	89	133	host	lpoA	1.4588382728849028	0	0	0	1
gene-b3425	221	1018	165	641	72	215	22	113	19	86	8	33	host	glpE	1.3440600462274195	0	0	0	1
gene-b0473	740	2339	1062	3834	544	683	173	275	109	262	96	97	host	htpG	1.2743840648764992	0	0	0	1
gene-b0056	172	637	259	1195	106	347	33	129	23	111	14	37	host	yabP	1.2956263043714042	0	0	0	1
gene-b1875	110	630	107	654	36	153	20	93	4	61	10	25	host	yecM	1.39181045643939	0	0	0	1
gene-b1377	7	281	14	396	139	153	2	101	6	61	2	37	host	ompN	1.2061569769406633	0	0	0	1
gene-b4558	405	1364	445	731	124	261	50	99	32	63	23	49	host	lptM	1.2579012296363798	0	0	0	1
gene-T4p099	0	0	331	49163	1373	43327	69	7155	299	10517	60	4032	phage	mobD.2a	1.7227589672460704	0	1	0	1
gene-b3957	453	1136	431	1472	133	1115	45	293	34	189	30	76	host	argE	1.072865985138219	0	0	0	1
gene-b0275	21	196	84	373	47	212	19	86	9	52	4	29	host	insA3	1.1318816033446526	0	0	0	1
gene-b4577	23	149	26	185	31	257	16	131	9	79	12	43	host	sgrS	0.9766826541625026	0	0	0	1
gene-b3026	80	259	65	424	25	245	14	188	9	134	4	44	host	qseC	1.0084591881875602	0	0	0	1
gene-b2798	52	360	66	289	27	157	14	93	12	56	6	30	host	ygdG	1.1394862985924772	0	0	0	1
gene-b1283	57	505	58	583	63	129	12	48	11	64	6	18	host	osmB	1.4582110790588498	0	0	0	1
gene-b1530	61	343	60	368	13	128	3	49	4	47	2	27	host	marR	1.3321177822837666	0	0	0	1
gene-b0349	14	108	17	153	8	172	5	147	0	88	2	24	host	mhpC	1.047245783694046	0	1	0	1
gene-b1787	52	507	68	535	14	132	9	53	10	56	2	20	host	yeaK	1.498162829164543	0	0	0	1
gene-b2063	132	772	209	882	83	326	38	212	12	185	18	82	host	yegH	1.1199783040732758	0	0	0	1
gene-b3454	693	311	985	697	616	242	140	154	57	107	40	59	host	livF	0.8989583355808233	0	0	0	1
gene-b1476	15	84	11	154	18	92	4	70	10	43	8	22	host	fdnI	1.0069026664317664	0	0	0	1
gene-T4p079	1	0	88	7694	1249	52595	1868	65834	4065	59822	305	32082	phage	49	1.3339963977901335	0	1	0	1
gene-b0161	451	1967	628	3223	306	486	94	247	62	199	46	91	host	degP	1.4210395672452365	0	0	0	1
gene-b3428	745	2439	1855	4704	948	832	233	455	122	276	72	133	host	glgP	1.2196778707784095	0	0	0	1
gene-b3773	105	349	130	459	85	404	54	265	24	194	26	48	host	ilvY	0.8281595414394485	0	0	0	1
gene-b2261	379	2456	564	3836	446	693	150	256	58	219	61	117	host	menC	1.4497438366218651	0	0	0	1
gene-b0577	133	1059	205	1235	67	396	30	194	23	163	7	36	host	ybdG	1.3407285445524957	0	0	0	1
gene-b0824	4	60	6	142	3	192	2	134	1	113	0	31	host	ybiY	1.1584366154882362	0	1	0	1
gene-b2440	39	234	48	369	23	209	11	151	2	101	4	42	host	eutC	1.0777911402519655	0	0	0	1
gene-b4442	261	896	217	1026	76	117	11	42	13	34	12	19	host	micA	1.4914860117564686	0	0	0	1
gene-b0610	209	1129	280	15209	141	385	62	136	28	89	21	37	host	rnk	2.8098206006164226	0	0	0	1
gene-b0771	30	224	37	441	26	443	31	299	37	206	12	60	host	ybhJ	1.0240256176081075	0	0	0	1
gene-b2928	77	645	111	659	41	249	18	157	7	98	7	35	host	yggC	1.2745124356242161	0	0	0	1
gene-T4p123	2	0	37	6326	1827	154325	3640	89255	11639	182145	4193	178112	phage	e	1.3840462653688002	0	1	0	1
gene-b1399	55	298	83	371	36	174	15	122	5	74	5	35	host	paaX	1.070466847297908	0	0	0	1
gene-T4p059	3	3	17	1947	1233	115596	6993	365477	57206	400865	4717	111720	phage	a-gt	1.5547280219533832	0	0	0	0
gene-b4833	0	4	0	19	0	24	0	22	0	15	0	13	host	kilS	1.155513292100924	0	1	0	1
gene-b4742	118	320	228	719	75	103	22	45	8	56	5	14	host	ymjE	1.3758715989000374	0	0	0	1
gene-b1859	51	567	103	647	41	220	11	136	3	94	6	39	host	znuB	1.3097005074255603	0	0	0	1
gene-b4637	754	3594	641	2864	235	917	31	248	59	182	18	78	host	uof	1.4123519348550442	0	0	0	1
gene-b0478	366	2271	736	3298	252	818	126	386	68	352	47	142	host	ybaL	1.3089816455859629	0	0	0	1
gene-b2665	223	522	215	685	95	166	31	67	18	50	9	32	host	kbp	1.1725704774108223	0	0	0	1
gene-b2904	2544	5267	3027	5552	1164	601	303	154	173	125	120	99	host	gcvH	1.2229895601810727	0	0	0	1
gene-b4466	337	1752	371	2196	137	1072	43	701	40	519	44	184	host	yghJ	1.1036852180629448	0	0	0	1
gene-T4p247	1	0	37	7637	1625	72933	1487	96110	2149	22173	92	8536	phage	gene-T4p247_gene_dsbA	1.7394480417719917	0	1	0	1
gene-b3952	13	92	19	220	8	259	10	1834	2	136	1	41	host	pflC	2.250231146718381	0	0	0	1
gene-b4713	6	80	17	75	10	95	0	32	1	28	2	31	host	agrB	1.0234018515862104	0	1	0	1
gene-b3187	1111	6680	875	5102	312	701	159	280	96	269	73	91	host	ispB	1.5978491158620598	0	0	0	1
gene-b0137	6	41	5	141	2	143	0	107	2	50	0	20	host	yadL	1.2383023438556973	0	1	0	1
gene-b1395	11	51	14	158	6	162	1	135	2	120	2	69	host	paaH	1.0276530098983176	0	0	0	1
gene-b4734	6	29	9	62	11	54	0	51	1	26	1	8	host	yldA	1.0079010026902866	0	1	0	1
gene-b1858	65	763	119	591	42	192	16	106	7	82	5	28	host	znuC	1.405285162836671	0	0	0	1
gene-b4310	48	137	36	345	12	6117	9	4396	8	103	2	52	host	nanM	2.092933153194956	0	0	0	1
gene-b0851	265	928	291	1056	104	331	51	143	25	93	26	35	host	nfsA	1.2029597981140547	0	0	0	1
gene-b1348	0	9	1	17	0	25	0	13	0	14	0	8	host	ralR	1.122147592777447	0	1	0	1
gene-b4164	2170	11212	1738	10453	1052	6118	643	2963	416	2604	350	2016	host	glyX	1.0381028851494483	0	0	0	1
gene-b1201	72	381	93	473	34	308	16	223	19	145	8	60	host	dhaR	0.9899513717676038	0	0	0	1
gene-b0052	670	3911	1136	4104	529	907	165	321	105	204	64	112	host	pdxA	1.3503234449945167	0	0	0	1
gene-b4174	2623	11581	4873	19986	2262	2189	871	733	373	535	312	224	host	hflK	1.4791750820973664	0	0	0	1
gene-b0350	14	63	11	151	15	134	3	127	4	69	4	24	host	mhpD	1.0446473071949687	0	0	0	1
gene-b1670	10	54	7	124	5	176	3	105	2	68	0	29	host	ydhU	1.1524889097415434	0	1	0	1
gene-b2285	1446	4412	1896	5200	991	820	314	220	187	170	154	77	host	nuoE	1.2535937444720575	0	0	0	1
gene-b4098	2	74	6	199	4	1892	4	3886	0	164	1	44	host	phnJ	2.1711260723851242	0	1	0	1
gene-b0282	10	67	13	157	8	213	3	386	5	71	3	45	host	yagP	1.3710325173491784	0	0	0	1
gene-b3437	12	89	22	135	9	146	9	82	9	69	2	25	host	gntK	0.9776432669175003	0	0	0	1
gene-b2468	23	210	27	345	13	353	6	228	4	155	4	59	host	aegA	1.0829798477481047	0	0	0	1
gene-b0775	1707	1456	1659	1544	717	360	280	176	122	144	116	61	host	bioB	0.9448229759683526	0	0	0	1
gene-b2147	23	81	30	199	11	263	7	150	0	106	5	27	host	preA	1.1105504731351745	0	1	0	1
gene-b0364	1356	19	4	106	2	94	2	49	1	42	0	17	host	yaiS	2.6099194418570186	0	1	0	1
gene-b1457	2	8	5	32	2	41	1	20	0	23	0	12	host	ydcD	1.087208762658327	0	1	0	1
gene-b3237	247	2847	334	2209	151	466	54	165	46	118	28	63	host	argR	1.6016260090649481	0	0	0	1
gene-b0590	81	693	141	881	25	297	14	172	7	129	6	77	host	fepD	1.29795487212146	0	0	0	1
gene-b0304	25	97	14	297	12	320	7	195	2	142	1	75	host	rclA	1.1205804053227597	0	0	0	1
gene-b2542	38	180	44	432	30	297	11	197	10	125	4	45	host	hcaD	1.1013857126875928	0	0	0	1
gene-b2951	145	1519	175	1276	60	200	24	1118	13	82	10	17	host	yggS	1.3960559383786215	0	0	0	1
gene-b1956	88	512	204	484	97	371	41	201	17	115	10	80	host	dgcQ	0.9154757963876541	0	0	0	1
gene-b4453	41	190	70	307	44	190	31	96	16	79	15	33	host	ldrD	0.9340854653293329	0	0	0	1
gene-b4269	154	703	205	1322	173	561	52	237	19	179	9	80	host	ahr	1.1909621147519571	0	0	0	1
gene-b0767	612	1770	646	2662	334	528	133	221	52	163	54	71	host	pgl	1.2765233523270068	0	0	0	1
gene-b1630	128	1176	263	1344	82	349	40	187	24	114	25	56	host	rsxD	1.3752556238130083	0	0	0	1
gene-b4687	15	190	28	314	30	752	26	485	15	345	7	313	host	shoB	1.0876879165363975	0	0	0	1
gene-b3940	672	2350	940	4283	450	1388	273	714	129	638	121	289	host	metL	1.129214694401834	0	0	0	1
gene-b4256	109	351	97	557	69	264	24	123	11	94	9	56	host	yjgM	1.0715959268929562	0	0	0	1
gene-b3398	180	1556	300	1455	134	762	105	459	42	377	32	138	host	igaA	1.098658869010887	0	0	0	1
gene-b1668	78	356	95	580	36	224	8	152	7	102	4	31	host	ydhS	1.1913934214342174	0	0	0	1
gene-b0496	165	469	303	7967	143	541	50	346	21	299	29	193	host	ybbP	2.4438228320659885	0	0	0	1
gene-b1532	17	191	66	205	14	59	1	41	6	32	3	21	host	marB	1.2289119450591657	0	0	0	1
gene-b3397	295	2458	360	1230	146	323	74	162	34	124	19	59	host	gene-b3397_gene_nudE	1.5544797870003657	0	0	0	1
gene-b3598	17	51	6	109	1	126	1	113	1	52	0	42	host	yibI	1.0653468256443688	0	1	0	1
gene-b0430	5467	21013	6271	24253	3090	4978	1034	1679	699	1141	680	545	host	cyoC	1.3132460947317273	0	0	0	1
gene-b2731	71	402	104	724	32	432	12	270	10	176	2	59	host	fhlA	1.1283709474245043	0	0	0	1
gene-b1920	2743	2264	2335	1764	1052	457	318	139	156	122	157	51	host	tcyJ	1.0200805437066705	0	0	0	1
gene-b4795	120	508	53	483	17	121	2	46	7	37	0	39	host	yibX	1.4452336337088612	0	1	0	1
gene-b3378	11	59	7	94	1	112	1	61	1	46	0	13	host	yhfU	1.1223638228535975	0	1	0	1
gene-b0024	492	2834	693	2827	355	842	69	124	58	110	22	39	host	yaaY	1.3965981459710395	0	0	0	1
gene-b2310	1091	4933	1405	5334	449	435	134	168	75	185	27	68	host	argT	1.5197881857692443	0	0	0	1
gene-b4602	62	1274	84	1296	61	2184	11	453	19	219	1	149	host	cydH	1.4035362913501461	0	0	0	1
gene-b1658	970	6333	943	4961	379	709	146	238	82	159	72	134	host	purR	1.5909908000624582	0	0	0	1
gene-b1637	1551	6175	1958	5523	919	915	302	234	187	238	161	113	host	tyrS	1.326768626865891	0	0	0	1
gene-b2080	28	107	22	109	7	51	2	37	1	15	1	10	host	yegP	1.1330780545540682	0	0	0	1
gene-b2825	13	91	21	203	13	133	9	96	1	45	1	22	host	ppdB	1.1311717868386457	0	0	0	1
gene-b0627	307	1266	260	1506	167	474	52	98	23	67	21	45	host	tatE	1.3461885891925411	0	0	0	1
gene-b1229	44	440	94	707	126	1785	127	850	56	644	60	467	host	tpr	1.0838340723082553	0	0	0	1
gene-b2505	4	46	1	96	4	84	1	64	0	61	2	31	host	yfgH	1.0501972540730495	0	1	0	1
gene-b0554	6	57	26	118	11	72	4	45	3	26	0	23	host	essD	1.0371750601335314	0	1	0	1
gene-b1598	119	634	133	567	58	241	12	120	8	76	10	36	host	ydgD	1.2168436735749415	0	0	0	1
gene-b3088	68	312	222	586	104	333	64	238	28	190	21	88	host	alx	0.8400721575500655	0	0	0	1
gene-b3103	178	224	166	282	79	128	33	62	17	44	13	35	host	yhaH	0.8131014475568781	0	0	0	1
gene-b1385	54	397	113	493	47	263	25	184	13	125	7	54	host	feaB	1.02975482567059	0	0	0	1
gene-b4701	1	9	12	52	6	35	1	20	0	12	0	8	host	sokX	1.1691295502746664	0	1	0	1
gene-b1743	45	124	28	181	19	95	14	57	5	53	1	14	host	spy	0.9909403306030649	0	0	0	1
gene-b3539	216	592	797	1122	374	487	48	293	31	220	15	123	host	yhjV	0.9031480611063594	0	0	0	1
