Geneid	0_R1	0_R2	0_R3	1_R1	1_R2	1_R3	4_R2	4_R3	7_R1	7_R2	7_R3	20_R1	20_R2	20_R3	Entity	Symbol
gene-b4388	3979	4055	1842	3613	2850	2696	1180	1500	265	648	429	222	310	116	host	serB
gene-b1396	0	1	0	0	0	0	1	0	0	0	0	0	0	0	host	paaI
gene-b0318	199	217	106	435	232	173	40	39	15	43	22	9	22	6	host	yahD
gene-b3998	3994	4507	2206	5283	4457	3205	1363	1439	373	939	537	244	409	139	host	nfi
gene-b3953	115	108	63	207	141	86	33	19	8	17	10	3	14	1	host	frwD
gene-b1605	729	976	479	1156	985	836	559	401	93	241	107	92	101	35	host	ydgI
gene-b4422	91	122	58	231	205	104	71	62	19	47	18	7	17	5	host	rdlB
gene-b1473	657	1043	328	1108	894	689	137	138	50	126	52	39	62	21	host	yddG
gene-b3879	35	72	22	90	77	53	40	26	10	19	15	5	5	1	host	yihR
gene-b2619	3393	4616	1511	4762	3296	2477	1093	963	264	639	313	208	293	90	host	ratA
gene-b0303	6	3	5	12	13	8	1	7	0	2	2	1	0	0	host	rclB
gene-b2555	1694	2049	829	2885	2453	1617	433	383	107	348	166	93	156	53	host	qseG
gene-b1719	97966	128870	55115	151871	112630	79866	26246	28880	7023	20262	11055	5097	7646	2342	host	thrS
gene-b2753	540	760	235	905	772	444	239	197	63	179	80	43	47	14	host	iap
gene-b4821	39	48	19	77	34	33	9	7	1	8	5	0	5	1	host	ytcB
gene-b3403	15121	13696	6277	18795	12015	7562	2951	3388	910	2288	1426	580	819	235	host	pck
gene-b1603	7650	9187	3743	9512	5724	4930	1209	1451	404	860	685	397	491	234	host	pntA
gene-b4325	19	38	17	71	49	44	25	15	5	15	6	1	2	0	host	yjiC
gene-b3499	6096	5299	2201	6833	4321	2978	1804	1587	406	993	496	369	567	142	host	rlmJ
gene-b1176	5652	5370	2407	7083	5006	3699	1020	994	257	749	397	225	372	102	host	minC
gene-b1460	20	32	14	53	41	21	20	13	2	8	6	4	3	0	host	ydcC
gene-b1351	13	23	10	39	27	13	23	19	1	10	4	2	3	0	host	racC
gene-b3261	6338	13912	4834	10670	10603	10624	9290	8856	1739	4711	1776	749	1056	362	host	fis
gene-b0976	78	78	37	114	94	53	32	17	7	14	11	6	10	1	host	hyaE
gene-b1920	0	0	0	0	0	0	0	0	0	0	0	1	0	0	host	tcyJ
gene-b4324	2535	2875	1167	3329	2346	1617	501	419	161	349	194	134	208	63	host	uxuR
gene-b0324	1050	1076	401	1056	743	532	206	204	64	148	115	52	87	19	host	yahJ
gene-T4p187	0	1	109	1001	459	197	37401	31439	50774	131663	73362	152121	158546	72862	phage	uvsY
gene-b4468	78	89	36	93	76	50	25	11	4	11	7	6	6	1	host	glcE
gene-b3010	653	651	282	1027	646	407	128	88	42	90	47	29	53	13	host	yqhC
gene-b3430	4648	7218	2500	9713	7190	4631	1704	1717	419	1136	541	330	471	121	host	glgC
gene-b1817	14631	15405	6142	22651	12612	8182	1594	1457	577	1469	843	534	716	196	host	manX
gene-T4p182	1	0	110	6587	3165	1227	3012	1585	3669	6331	2213	109385	104119	63220	phage	inh
gene-b0114	184039	120800	70519	133340	53122	65962	46930	68503	24952	42759	36238	8431	8435	4326	host	aceE
gene-b1121	15	14	4	45	38	25	14	24	2	10	5	3	4	0	host	ycfZ
gene-b3696	1263	1681	661	3417	2293	1299	324	335	101	268	148	53	107	23	host	yidX
gene-b0057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	host	yabQ
gene-b2378	3661	3916	1938	11668	9180	5891	1232	1195	375	1249	490	264	527	146	host	lpxP
gene-b4745	7	12	7	23	16	15	2	9	1	7	3	1	2	4	host	yncO
gene-b4446	407	547	200	744	507	334	157	152	44	145	67	46	50	18	host	sibC
gene-b2321	2186	2997	1253	3088	2376	2004	911	999	247	656	349	160	216	83	host	flk
gene-b0988	2241	2092	936	3713	2497	1680	698	760	173	466	335	103	176	37	host	insB4
gene-b4679	22	22	9	39	24	17	10	7	2	10	2	1	3	1	host	yohP
gene-b4725	1918	1825	744	4001	1501	1402	450	413	91	385	146	76	110	29	host	rseD
gene-b3844	2114	2724	943	3072	1971	1543	524	444	140	391	179	129	144	70	host	fre
gene-b2194	1045	2920	662	3478	6743	2281	2709	1820	373	1401	571	183	582	141	host	ccmH
gene-b0509	49	42	11	70	35	31	27	27	14	23	19	6	7	1	host	glxR
gene-b4843	971	1215	470	1518	765	630	207	177	56	135	78	38	63	24	host	asphoP
gene-b1492	203	226	82	351	254	148	45	51	13	41	19	10	12	5	host	gadC
gene-b4026	67	88	39	121	87	65	64	57	39	68	59	36	51	15	host	yjbE
gene-b1323	12549	15704	6411	18643	13517	8458	1517	1526	509	1434	736	508	864	241	host	tyrR
gene-T4p197	0	1	53	7208	6836	6665	91947	90333	62749	120777	78503	33051	34282	22378	phage	alt.-3
gene-b0879	2368	2775	1102	2797	1793	1745	496	604	140	402	231	136	169	73	host	macB
gene-b0331	160	108	43	196	138	76	29	22	7	16	10	7	11	2	host	prpB
gene-b0463	9986	12039	4871	13872	10768	8480	3635	4254	971	2354	1329	687	950	324	host	acrA
gene-b1861	1487	1847	662	1945	1356	1038	401	373	121	281	189	98	135	39	host	ruvA
gene-b4257	44	34	20	96	67	62	26	24	7	23	10	3	7	4	host	yjgN
gene-b0293	209	258	110	319	224	127	60	42	19	47	26	13	21	8	host	ecpA
gene-b2695	21749	32737	8753	39579	27562	21042	11035	8767	2108	5953	2549	1836	2653	649	host	serV
gene-b4402	8678	11411	4122	11031	6181	5962	1103	1158	313	846	424	275	388	100	host	yjjY
gene-b0213	2557	2674	1220	4856	3573	2281	486	454	141	403	205	109	161	28	host	yafS
gene-b1987	517	1033	343	1490	1438	759	591	448	116	276	110	33	90	20	host	cbl
gene-b2488	121	122	47	168	91	70	25	15	4	24	13	8	2	1	host	hyfH
gene-b4811	49	48	33	112	86	85	78	51	6	32	12	7	11	0	host	timR
gene-b1879	17453	15081	9342	23666	14164	14768	3611	5056	1122	2417	1833	1156	1321	537	host	flhA
gene-b4319	68	70	26	114	87	48	15	19	4	9	9	1	2	1	host	fimG
gene-b3451	101	131	48	110	61	39	15	16	4	11	4	1	5	1	host	ugpE
gene-b3507	29	26	4	56	86	26	16	12	3	16	14	2	0	0	host	dctR
gene-b4041	8974	11326	4507	12243	9671	7757	4953	4584	1143	2761	1309	750	1253	353	host	plsB
gene-b3821	1089	1676	600	1968	1470	1170	351	352	62	222	89	72	121	35	host	pldA
gene-b0226	1381	1561	626	2131	1263	823	348	311	92	232	124	58	93	16	host	dinJ
gene-b1183	183	171	71	222	122	98	23	30	10	30	18	10	18	4	host	umuD
gene-b0779	10326	11039	5215	13557	8867	6375	1389	1409	475	1183	692	476	717	186	host	uvrB
gene-b2266	1027	1530	538	1893	1423	881	338	298	84	251	151	65	104	44	host	elaB
gene-b2333	4	2	0	14	8	5	1	3	0	0	1	0	0	0	host	yfcP
gene-b2849	0	0	1	0	0	0	0	0	0	0	0	0	0	0	host	yqeK
gene-b4135	2453	2820	1359	3458	2754	1956	767	650	169	472	262	155	237	80	host	dicD
gene-b1500	0	1	1	4	1	1	0	2	1	2	1	0	0	0	host	safA
gene-b4273	44	31	11	51	33	16	9	12	5	6	3	0	2	0	host	insD6
gene-b3509	18	26	8	44	35	18	12	19	2	8	6	0	2	1	host	hdeB
gene-b1334	9890	11528	5029	18964	13744	9981	5019	4571	944	2610	1191	907	1246	375	host	fnr
gene-b0797	5491	9719	3772	9963	9501	7106	7648	7360	2092	5193	2449	807	1281	351	host	rhlE
gene-b2318	4772	3746	1757	3798	2331	1929	1168	1161	316	675	396	250	341	159	host	truA
gene-b3028	2238	2930	1107	2970	2193	1462	771	820	226	554	358	124	190	44	host	mdaB
gene-b0814	72911	119362	44897	132363	107633	65923	36095	38323	10718	30240	20842	5151	8595	2078	host	ompX
gene-b0339	236	328	106	306	218	143	65	55	19	47	19	11	21	5	host	cynT
gene-b3361	531	549	248	1138	743	551	239	210	67	154	75	42	63	18	host	fic
gene-b3088	499	494	215	756	574	427	501	368	162	426	244	168	206	59	host	alx
gene-b2824	221	191	109	304	209	143	41	50	10	22	15	10	17	7	host	ygdB
gene-b2285	19286	24748	10386	30129	20283	14719	8892	10288	2255	5257	3695	1286	2004	608	host	nuoE
gene-T4p238	0	1	129	480	195	153	84411	72724	75878	171536	93445	139044	139159	66955	phage	I-TevI
gene-T4p053	0	0	10	108	61	31	25742	15859	35466	81181	38289	7161	7819	3225	phage	45.2
gene-b4767	158	237	62	285	188	100	32	33	8	19	6	5	9	1	host	ytiB
gene-b2150	147	176	63	183	123	99	75	69	18	34	19	15	22	9	host	mglB
gene-b0841	1558	2299	821	2078	1174	1192	291	328	75	205	126	58	81	54	host	ybjG
gene-b3178	68522	85547	38566	89304	67909	56903	19623	21587	4819	12122	7085	3781	5079	1821	host	ftsH
gene-b0920	1803	2032	942	4862	3451	1323	287	181	96	300	112	90	197	29	host	elyC
gene-T4p210	0	5	38	17629	18494	17004	94113	105555	38701	89755	66332	15857	19625	8524	phage	30.7
gene-b0924	21563	26916	11817	30219	23208	15647	6784	7713	1800	4211	2502	1381	1797	611	host	mukB
gene-b4110	196	151	82	278	222	141	47	56	13	43	17	10	16	2	host	rdcB
gene-b4512	361	344	145	522	309	172	36	28	12	45	24	15	14	12	host	ybdD
gene-b0149	6847	8137	3076	8262	6183	4983	2188	2255	500	1274	714	410	520	209	host	mrcB
gene-b1048	11447	13678	6071	15298	11526	9533	4771	4746	1343	3196	1807	770	1123	390	host	opgG
gene-b1311	39	32	13	61	34	20	6	6	2	9	0	2	3	0	host	ycjO
gene-b1636	2578	3276	1277	3743	3286	2220	1090	1098	247	635	341	186	255	85	host	pdxY
gene-T4p188	0	0	58	1274	558	225	761	368	771	1561	591	61340	65229	36580	phage	25
gene-b1308	1038	1466	542	1794	1310	787	384	315	132	328	190	76	106	37	host	pspE
gene-b4270	78	83	25	179	74	109	105	70	9	26	9	5	5	1	host	leuX
gene-b3836	14661	22574	7994	23195	17790	12189	2751	3142	787	2360	1200	659	957	295	host	tatA
gene-b2923	898	940	448	1226	848	701	194	190	46	131	78	47	62	17	host	argO
gene-b3439	2124	2654	1060	3422	2736	1530	750	670	203	555	340	147	221	41	host	yhhW
gene-b2950	517	415	234	660	526	418	157	155	35	108	49	27	50	16	host	yggR
gene-b0867	2871	3301	1416	4297	3035	1782	658	631	183	532	312	157	210	52	host	amiD
gene-b0586	955	835	342	1174	748	454	168	190	39	108	67	46	64	10	host	entF
gene-b4618	2487	3112	1425	3349	2865	1820	1652	1980	1087	2242	1766	1285	1511	581	host	tisB
gene-b2598	69	81	50	102	66	45	21	26	1	15	6	4	3	1	host	pheL
gene-b1222	8975	7757	3774	10541	5212	3976	725	735	284	604	393	271	301	122	host	narX
gene-T4p092	0	4	30	19637	19368	20585	112001	128569	36272	95614	63663	13068	7278	2747	phage	nrdC.8
gene-b4602	713	851	523	1591	671	913	585	506	88	359	183	55	143	28	host	cydH
gene-b4548	0	1	0	1	1	0	0	0	0	0	0	0	0	0	host	ypjJ
gene-T4p028	0	0	15	1729	1797	1572	28826	27826	19373	48574	28085	8355	9276	3922	phage	mrh.2
gene-b2302	99	116	50	136	88	66	43	35	8	19	15	1	8	4	host	yfcG
gene-b2642	0	0	0	2	0	0	0	0	0	0	0	0	0	0	host	yfjW
gene-b3532	3166	5664	1979	6117	5144	3103	928	895	240	628	366	261	328	92	host	bcsB
gene-b1068	2167	2085	1106	2720	1785	1247	278	293	92	254	157	81	165	56	host	yceM
gene-b1192	1619	1757	747	2053	1374	982	236	250	73	209	120	86	112	42	host	ldcA
gene-b3336	441	401	178	596	372	241	101	83	24	77	33	36	29	14	host	bfr
gene-b0195	3731	4410	1838	5428	4498	3418	1004	1157	258	669	371	221	329	101	host	trmO
gene-b2136	796	694	300	1358	827	489	143	114	29	99	54	32	54	17	host	yohD
gene-b3304	132597	72357	37873	73530	42306	41156	28803	40639	8284	17679	12260	3780	4290	2256	host	rplR
gene-b2038	0	0	0	1	0	0	0	0	0	0	0	0	0	0	host	rfbC
gene-b4366	69	88	29	99	75	62	30	29	11	18	17	3	4	2	host	bglJ
gene-b4482	163	274	71	261	156	130	40	39	16	28	16	8	9	3	host	yigE
gene-b3273	16	9	10	10	15	5	12	4	1	8	5	9	15	2	host	thrV
gene-b1961	0	0	1	0	0	0	1	0	0	0	0	0	0	0	host	dcm
gene-b0804	505	563	198	639	346	244	65	58	15	51	22	14	27	5	host	ybiX
gene-b1074	40510	34740	19309	54926	28100	24419	4527	5771	1594	3823	2740	1741	2232	788	host	flgC
gene-b1853	2097	2442	1039	3510	2279	1386	273	269	86	251	125	94	110	23	host	yebK
gene-b1495	244	187	79	339	259	167	79	68	20	53	22	8	17	2	host	yddB
gene-b1010	46	36	15	63	36	28	14	3	1	7	3	1	2	1	host	rutC
gene-b0708	389	497	243	648	487	354	184	209	41	137	63	31	54	10	host	phr
gene-b3190	1387	1644	774	2164	1477	1416	644	725	122	368	211	128	135	50	host	ibaG
gene-b3388	14151	15161	7547	16698	13141	11014	3630	4094	958	2532	1504	766	1120	458	host	damX
gene-b4218	6694	7180	3335	11729	9907	6804	2982	2503	518	1512	635	485	855	178	host	paeA
gene-b2091	58	73	26	107	73	43	35	34	9	33	14	6	4	5	host	gatD
gene-b1388	0	1	0	2	1	0	0	0	0	0	0	0	0	0	host	paaA
gene-b0573	3747	17545	2515	20609	22636	6798	8290	3845	1785	5922	1454	920	1715	249	host	cusF
gene-b0775	817	655	354	620	411	340	86	121	28	60	69	32	30	27	host	bioB
gene-b3572	6014	6546	2904	8374	5964	4671	1659	1654	480	1118	579	408	540	163	host	avtA
gene-b0117	728	633	337	1298	805	497	157	124	60	119	77	21	43	10	host	yacH
gene-b0062	480	411	177	583	427	288	100	109	26	73	54	12	30	5	host	araA
gene-b4200	93876	63020	32059	68318	54291	49250	43914	57992	10773	27657	17752	4603	6690	2260	host	rpsF
gene-b1275	5062	7537	2820	6754	6244	4276	2112	2028	479	1458	796	306	536	148	host	cysB
gene-b3096	1232	1435	705	2065	1512	1039	362	364	121	280	152	81	119	32	host	mzrA
gene-b3524	482	547	226	789	502	320	75	81	32	88	43	21	37	11	host	yhjG
gene-b4357	95	96	41	112	100	52	21	21	3	26	5	4	5	2	host	lgoR
gene-b2073	20	30	6	44	30	20	12	6	1	13	3	2	0	0	host	yegL
gene-b2759	0	0	0	0	1	0	0	0	0	0	0	0	0	0	host	casB
gene-b1190	1578	883	528	1290	828	552	245	297	66	179	125	76	92	27	host	dadX
gene-b1873	61	65	24	130	74	56	23	28	3	9	13	8	12	2	host	torY
gene-b2747	3069	3183	1391	3501	3183	2260	1188	896	242	688	312	207	281	87	host	ispD
gene-b0548	9	5	3	18	20	9	5	3	0	3	1	0	3	0	host	ninE
gene-b0314	714	511	242	669	477	310	244	255	52	143	68	49	46	21	host	betT
gene-b1353	37	48	25	102	82	51	22	13	6	9	6	4	5	3	host	sieB
gene-b1555	6	4	4	10	2	2	0	1	1	0	0	0	0	1	host	ydfR
gene-b4565	80	99	39	123	105	55	23	37	5	30	11	3	11	3	host	sgcB
gene-b4054	11008	13784	5861	14827	10945	7747	2629	2846	639	1726	1189	576	783	290	host	tyrB
gene-b0760	13328	14572	6550	20073	10303	7432	1111	1041	508	1156	694	493	618	190	host	modF
gene-b2006	0	0	0	0	0	1	0	0	0	0	0	0	0	0	host	yeeW
gene-b1513	1	1	0	2	3	1	0	0	1	0	1	1	0	0	host	lsrA
gene-b1604	2792	4045	1636	3824	3057	2634	1197	1233	317	760	520	202	316	121	host	ydgH
gene-b4096	428	510	195	475	330	181	61	43	17	54	34	14	40	8	host	phnL
gene-b0170	128577	111489	51617	124155	55451	56224	28517	38218	10640	20431	15653	4876	5268	2365	host	tsf
gene-b3967	5785	7053	2870	8273	6831	3953	1452	1498	414	1084	566	289	453	148	host	murI
gene-b2424	949	2206	612	1585	3392	1412	354	125	87	385	111	60	196	39	host	cysU
gene-b1686	2771	2194	1397	2674	1605	1407	461	805	168	427	361	105	147	77	host	menI
gene-b2206	64902	100868	38898	110885	48712	52053	9197	20905	5852	7133	9231	5037	4397	2176	host	napA
gene-b0420	7003	8026	3539	7718	7017	6218	2406	2414	550	1370	759	459	662	167	host	dxs
gene-b3666	249	233	110	304	218	135	123	98	25	90	43	16	38	8	host	uhpT
gene-b3035	39857	55343	20399	54284	42095	28969	11118	11625	2959	7573	4477	2385	3484	965	host	tolC
gene-b1707	567	953	388	1997	1657	926	232	212	63	188	89	51	104	23	host	rflP
gene-b3320	282371	181054	102251	195820	104658	115191	89739	116895	18632	52309	27538	8890	11427	4884	host	rplC
gene-b0587	74	35	19	81	65	55	45	37	7	16	6	4	10	3	host	fepE
gene-b3137	131	152	56	292	252	179	149	136	29	82	44	10	14	3	host	kbaY
gene-b3945	13147	24965	7008	27855	23773	9995	4846	2645	1080	3554	1520	798	1708	302	host	gldA
gene-b2184	1917	1840	950	2843	1984	1365	320	348	112	299	153	105	145	44	host	radD
gene-b4671	4	9	1	9	6	5	2	1	0	2	2	0	1	0	host	ykgR
gene-b2240	293	355	126	437	328	222	59	37	20	47	28	20	32	6	host	glpT
gene-b3250	7034	6879	3630	7828	6844	6640	3155	3452	766	1731	935	533	723	234	host	mreC
gene-b0880	1512	1970	655	2161	1212	891	339	291	89	287	132	86	91	37	host	cspD
gene-b1840	6597	5557	2787	8152	4862	3507	723	728	242	605	417	217	365	99	host	yebZ
gene-b1147	0	0	0	0	0	0	1	0	0	0	1	0	0	0	host	ymfL
gene-b4373	2041	2659	1148	2958	2626	1959	689	701	165	544	232	116	215	66	host	rimI
gene-b0576	2335	4007	1343	5405	7953	2879	3161	2033	624	1910	551	277	571	90	host	pheP
gene-b3083	74	106	53	152	91	86	38	39	9	27	7	6	10	3	host	higB
gene-b3314	411075	248950	151017	308621	123388	135877	49465	88982	16164	37857	30155	9529	11461	5346	host	rpsC
gene-b1670	119	217	63	340	451	150	89	52	13	62	21	13	38	3	host	ydhU
gene-b3551	3319	3704	1535	4028	2695	2449	680	691	183	542	292	182	231	86	host	bisC
gene-b0251	0	1	1	0	0	0	0	0	0	0	0	0	0	0	host	yafY
gene-b4434	339	265	161	854	247	464	507	318	25	239	63	63	101	11	host	azuR
gene-b2292	5184	5632	2783	7699	4997	2865	458	410	183	490	306	156	263	75	host	yfbS
gene-b4719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	host	sdsN
gene-b0033	183513	72207	56591	71441	26347	31364	9349	16484	3374	5923	6253	2821	2731	1836	host	carB
gene-b2162	62	64	19	69	58	34	23	20	12	16	16	2	4	0	host	rihB
gene-b1949	0	0	1	0	0	0	0	0	0	0	0	0	0	0	host	fliQ
gene-b2119	76	69	27	94	81	55	59	47	11	27	15	7	7	1	host	yehL
gene-b2213	523	418	219	628	441	282	124	107	41	88	51	17	32	7	host	ada
gene-b4083	174	166	71	225	137	100	59	40	15	44	14	3	12	2	host	yjcS
gene-b3038	10706	13206	5617	15871	11693	8744	4506	5309	1348	2887	1481	667	910	312	host	ygiC
gene-b2105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	host	rcnR
gene-b0835	2506	4057	1721	4076	3204	3266	4440	4049	845	1810	743	434	569	188	host	rimO
gene-b2868	107	99	52	199	148	84	34	26	7	37	14	10	5	3	host	xdhC
gene-b0048	1233	2179	628	2333	1894	1219	1149	931	181	573	231	181	240	57	host	folA
gene-b0766	1723	2236	834	2199	1555	1282	671	668	173	371	243	121	191	49	host	ybhA
gene-b0982	84	116	20	159	105	69	33	21	6	14	9	1	8	1	host	etp
gene-b1247	49349	50611	25942	63092	42493	33397	16555	21592	3929	9157	6338	2570	3215	1180	host	oppF
gene-b4687	271	377	118	386	317	211	144	183	113	208	116	87	122	65	host	shoB
gene-b4596	1513	1393	624	2143	1124	1108	363	375	106	257	149	75	115	34	host	yciZ
gene-b1902	1513	1982	763	2775	1992	1313	256	248	88	245	135	62	108	32	host	ftnB
gene-b2631	0	1	0	0	0	0	0	0	0	0	0	0	0	0	host	rnlB
gene-b4161	9518	11236	4196	11799	8859	6444	2967	2821	732	1877	990	560	829	231	host	rsgA
gene-b3244	13701	19066	7383	21522	15465	11132	3692	3810	895	2351	1320	952	1545	427	host	tldD
gene-b4810	2812	2554	1226	3734	1302	2028	1571	1493	371	1259	688	472	639	122	host	ftsO
gene-b3732	170706	142481	67096	144324	93857	72519	45220	57121	11908	28787	20097	6879	9625	3445	host	atpD
gene-T4p196	0	3	23	5465	3339	1898	7024	7232	4886	9712	4262	20598	20051	18304	phage	54
gene-b1876	6381	8470	3017	7072	5755	5411	5217	4671	1127	2538	1320	549	773	274	host	argS
gene-b2690	3763	4086	1860	5627	4125	2814	1008	945	229	625	300	176	284	77	host	yqaB
gene-b1269	3503	5399	1908	5939	5172	3653	4169	3442	887	2420	901	399	632	181	host	rluB
gene-b1882	103	136	52	168	102	64	24	11	7	25	14	5	7	2	host	cheY
gene-b2887	231	258	87	340	202	150	56	58	15	55	24	6	26	4	host	ygfT
gene-b2313	4186	4380	1922	2113	1555	1863	2500	2474	408	1276	466	207	323	109	host	cvpA
gene-b4534	2	1	1	7	8	3	2	2	0	3	0	0	1	0	host	ynfP
gene-b4035	0	0	0	2	1	0	0	0	0	1	0	0	0	0	host	malK
gene-b4504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	host	ykfH
gene-b2961	2491	3176	1356	3312	2676	2264	1140	1232	257	652	388	206	271	83	host	mutY
gene-b0578	18757	23504	10627	28573	23120	15546	6339	8111	2065	5055	3870	1047	1584	449	host	nfsB
gene-b2493	2529	2921	1038	3764	2521	1772	515	475	130	391	196	114	174	57	host	yfgO
gene-b1432	1509	1778	707	2413	1650	1178	335	296	127	248	137	140	172	45	host	insQ
gene-b1419	495	714	291	922	543	433	167	189	50	119	72	34	46	11	host	ydcA
gene-b1127	9625	15139	5533	16207	13882	7856	1194	1036	420	1243	731	423	762	209	host	pepT
gene-b0273	1	9	1	5	5	3	0	0	1	0	1	0	0	0	host	argF
gene-b3834	6288	7107	3245	8317	7116	5145	1503	1652	416	1142	653	326	578	149	host	ubiJ
gene-b0200	1759	2094	827	2889	1671	1106	533	424	140	340	151	112	182	61	host	gmhB
gene-b2151	445	384	185	652	546	347	123	139	26	90	43	35	43	5	host	galS
gene-b2798	1196	1435	565	1772	1349	1045	303	352	90	213	114	56	95	28	host	ygdG
gene-b1977	426	758	127	811	336	412	290	170	25	94	53	46	51	8	host	asnT
gene-b1666	1046	1311	349	2252	1702	1048	560	437	75	237	94	43	60	14	host	valW
gene-b0070	1312	1361	439	1966	1138	735	186	142	65	140	68	42	53	20	host	setA
gene-b3263	87	112	26	136	113	70	24	22	5	14	4	1	1	3	host	yhdU
gene-b3299	80571	60349	29712	81891	35448	35247	9627	17080	3330	7697	4940	2200	2666	1242	host	rpmJ
gene-b1913	4076	4661	1950	6674	4353	2739	525	501	167	515	245	194	241	80	host	uvrC
gene-b3316	123159	74887	45014	86176	37398	42839	19769	34496	6139	14728	10106	3340	4116	5329	host	rpsS
gene-b3601	1936	2803	813	2982	2174	1202	400	276	119	298	144	89	156	43	host	mtlR
gene-b4779	643	585	299	646	486	536	295	290	59	163	98	23	36	21	host	yoaM
gene-b2912	2145	2041	1018	4617	3516	1770	542	559	157	500	233	95	151	35	host	fau
gene-b1932	0	0	0	0	1	0	0	1	0	0	0	0	0	0	host	yedL
gene-b1740	3139	4176	1575	4262	2788	2310	1421	1227	484	1103	773	221	286	122	host	nadE
gene-b4720	6	30	6	43	13	1	4	2	1	4	2	1	0	0	host	ytiC
gene-b4592	58	91	41	111	54	47	18	16	4	19	9	6	6	0	host	appX
gene-b1137	0	1	0	1	1	0	0	2	1	0	0	3	1	0	host	ymfD
gene-b0224	3199	4890	1825	5943	4530	3510	1415	1296	289	774	348	193	385	123	host	dpaA
gene-T4p160	0	2	19	2919	1243	463	1170	534	1580	2650	788	15725	11132	13858	phage	14
gene-b0423	5431	8675	3210	7595	7130	5563	4218	4071	771	2130	935	507	713	219	host	thiI
gene-b4691	131	152	66	325	202	179	87	97	30	61	30	33	42	6	host	sroH
gene-b0029	6483	10983	3814	10557	8188	5381	3079	3638	651	1734	814	566	755	198	host	ispH
gene-T4p245	0	3	73	50	28	21	58106	36546	96241	199491	102393	65380	76657	25795	phage	59
gene-b0316	524	488	176	845	588	381	93	91	25	70	26	26	37	9	host	yahB
gene-b4391	16662	20724	8291	19328	14964	12906	8575	10307	2299	4851	3081	1198	1526	532	host	ettA
gene-b1229	128	210	42	259	234	118	69	32	3	40	5	19	8	2	host	tpr
gene-b2414	38783	75335	25184	54064	83242	31161	11891	7841	3143	11292	4599	2115	4435	814	host	cysK
gene-b2368	25	48	22	48	43	39	22	32	12	20	10	2	4	2	host	emrK
gene-b4061	294	304	146	591	398	302	79	82	21	76	40	11	22	7	host	pdeC
gene-b4801	79	74	34	114	31	35	16	13	2	8	3	4	6	0	host	ykiE
gene-b0404	1140	1513	693	1775	1403	998	447	569	150	332	224	94	136	30	host	acpH
gene-b2104	8308	9054	3750	11528	8114	5560	1369	1520	482	1272	751	418	581	232	host	thiM
gene-b2980	114	147	47	184	100	78	35	26	14	28	13	17	17	4	host	glcC
gene-b1491	619	854	277	763	553	421	154	145	38	111	60	27	53	17	host	digH
gene-b3348	932	1310	431	1203	971	680	518	464	94	304	169	62	80	30	host	slyX
gene-b1067	2356	2541	1070	2935	1741	1335	282	284	92	224	155	92	147	52	host	yceH
gene-b3881	213	236	76	270	197	97	63	60	21	51	20	12	15	1	host	yihT
gene-b4012	317	424	139	381	305	189	149	101	37	96	55	14	28	8	host	yjaB
gene-b2192	0	2	0	1	0	1	0	1	0	1	0	0	0	0	host	insH8
gene-b1268	955	1355	490	1729	1226	825	391	424	92	307	153	48	75	29	host	yciQ
gene-b2085	6	3	2	9	13	5	7	5	3	5	3	1	1	0	host	yegR
gene-b4296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	host	yjhF
gene-b0425	3247	3612	1509	4124	2725	1814	550	498	138	413	190	130	188	52	host	panE
gene-b1228	386	553	109	703	929	317	223	142	34	99	30	46	33	5	host	ychS
gene-b1787	2284	2593	1273	3746	2752	1741	524	560	186	452	323	113	199	40	host	yeaK
gene-b0060	1568	1262	589	1811	1268	883	211	226	77	173	105	56	111	33	host	polB
gene-b3294	182689	110370	60948	130371	69440	69298	26688	41703	8601	18005	12560	4816	6026	2655	host	rplQ
gene-b1750	1202	1724	525	1203	834	543	100	123	56	104	64	31	48	19	host	ydjX
gene-b3385	7402	8049	3704	8579	5549	4658	1255	1380	370	917	595	333	424	160	host	gph
gene-T4p252	3	4	223	40440	19912	8762	24296	14848	27253	50804	21771	248648	231555	207220	phage	37
